cursor,firstName,lastName,department,avgDifficulty,avgRating,numRatings,legacyId,link
YXJyYXljb25uZWN0aW9uOjU3OA==,Amy,Earhart,English,2.8,3,22,1687751,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1687751
YXJyYXljb25uZWN0aW9uOjU3OQ==,April,Douglass,Education,5,1,1,1691185,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1691185
YXJyYXljb25uZWN0aW9uOjU4MA==,Kevin,Conway,Not Specified,4.7,3.1,10,1696145,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696145
YXJyYXljb25uZWN0aW9uOjU4MQ==,Cheryl,Whitten-Lozano,Communication,5,2,1,1696247,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696247
YXJyYXljb25uZWN0aW9uOjU4Mg==,Erminy,Marcel,Architecture,3.1,4,4,1706426,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1706426
YXJyYXljb25uZWN0aW9uOjU4Mw==,Janet,Spurgeon,Architecture,3.9,1.9,14,1707998,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1707998
YXJyYXljb25uZWN0aW9uOjU4NA==,Roger,Sansom,Philosophy,4.5,3.3,15,1711276,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1711276
YXJyYXljb25uZWN0aW9uOjU4NQ==,Steven,Puller,Economics,4.8,3.2,4,1711311,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1711311
YXJyYXljb25uZWN0aW9uOjU4Ng==,Wendy,Patzewitsch,Geography,3.6,2.9,131,1711585,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1711585
YXJyYXljb25uZWN0aW9uOjU4Nw==,Jacob,Heil,English,5,2.5,2,1711594,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1711594
YXJyYXljb25uZWN0aW9uOjU4OA==,Astrid,Volder,Horticulture,4.8,2.5,4,1713160,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1713160
YXJyYXljb25uZWN0aW9uOjU4OQ==,Jaclyn,Kessler,Mathematics,3,3.6,31,1714595,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1714595
YXJyYXljb25uZWN0aW9uOjU5MA==,Ghazal,Bayanpourtehrani,Economics,2.3,3.5,10,1715023,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1715023
YXJyYXljb25uZWN0aW9uOjU5MQ==,Aaron,Linderman,History,4.5,2.5,2,1715027,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1715027
YXJyYXljb25uZWN0aW9uOjU5Mg==,Mustafa,Karakaplan,Economics,4.5,3,2,1716483,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1716483
YXJyYXljb25uZWN0aW9uOjU5Mw==,Guido,Kanschat,Mathematics,3.5,3,2,1716784,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1716784
YXJyYXljb25uZWN0aW9uOjU5NA==,Mwangi,Waithaka,Veterinary Sciences,1,5,1,1718177,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1718177
YXJyYXljb25uZWN0aW9uOjU5NQ==,Thomas,Stidham,Science,0,0,0,1718218,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1718218
YXJyYXljb25uZWN0aW9uOjU5Ng==,Michael,Benedik,Biology,5,3,2,1719882,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1719882
YXJyYXljb25uZWN0aW9uOjU5Nw==,Julie,Hagen Carroll,Statistics,1.8,4.5,22,1720866,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1720866
YXJyYXljb25uZWN0aW9uOjU5OA==,Joshua,Barbour,Communication,1,5,1,1721117,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1721117
YXJyYXljb25uZWN0aW9uOjU5OQ==,Carl,Pearcy,Mathematics,0,0,0,1723118,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1723118
YXJyYXljb25uZWN0aW9uOjYwMA==,Side,Emre,History,1.9,4.4,18,1724837,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1724837
YXJyYXljb25uZWN0aW9uOjYwMQ==,Brian,Hilton,History,0,0,0,1726265,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1726265
YXJyYXljb25uZWN0aW9uOjYwMg==,Anna,Gundy,Education,2.8,1.5,2,1726291,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1726291
YXJyYXljb25uZWN0aW9uOjYwMw==,Benjamin,Tkach,Political Science,4.8,4.5,2,1727032,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1727032
YXJyYXljb25uZWN0aW9uOjYwNA==,Kun,Gou,Mathematics,0,0,0,1727581,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1727581
YXJyYXljb25uZWN0aW9uOjYwNQ==,Clinton,MacHann,English,3.5,3,6,1727876,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1727876
YXJyYXljb25uZWN0aW9uOjYwNg==,Jerry,Lee,"Recreation, Parks, & Tourism",0,0,0,1728587,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1728587
YXJyYXljb25uZWN0aW9uOjYwNw==,Natarajan,Swakumar,Mathematics,0,0,0,1729175,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729175
YXJyYXljb25uZWN0aW9uOjYwOA==,Amy,Guerin,Theater,3.5,2.6,19,1729908,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729908
YXJyYXljb25uZWN0aW9uOjYwOQ==,Myeongsun,Yoon,Psychology,0,0,0,1730796,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1730796
YXJyYXljb25uZWN0aW9uOjYxMA==,Andrew,Naber,Psychology,0,0,0,1733349,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1733349
YXJyYXljb25uZWN0aW9uOjYxMQ==,Kelly,Mader,Physics,2.5,1,1,1735671,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1735671
YXJyYXljb25uZWN0aW9uOjYxMg==,Laura,Morris,English,3.2,3.7,3,1740635,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1740635
YXJyYXljb25uZWN0aW9uOjYxMw==,Wendy,Gapinski,Physical Education,0,0,0,1742669,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1742669
YXJyYXljb25uZWN0aW9uOjYxNA==,Daniel,Welch,Anthropology,0,0,0,1745707,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1745707
YXJyYXljb25uZWN0aW9uOjYxNQ==,Francisca,Miller,Spanish,0,0,0,1746566,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1746566
YXJyYXljb25uZWN0aW9uOjYxNg==,Eszter,Trufan,Chemistry,1.8,4.5,24,1746862,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1746862
YXJyYXljb25uZWN0aW9uOjYxNw==,Michael,Stollenz,Chemistry,2.3,3.5,54,1749722,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1749722
YXJyYXljb25uZWN0aW9uOjYxOA==,Jennifer,Cox,Psychology,3.3,3.5,2,1751600,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1751600
YXJyYXljb25uZWN0aW9uOjYxOQ==,Forrest,Bowlick,Geography,4.9,1.6,11,1753962,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753962
YXJyYXljb25uZWN0aW9uOjYyMA==,Andrew,Kirkendall,History,2.8,3.5,20,1759992,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1759992
YXJyYXljb25uZWN0aW9uOjYyMQ==,Jayme,Walenta,Geography,3.8,2.8,11,1761184,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1761184
YXJyYXljb25uZWN0aW9uOjYyMg==,Ian,Tizard,Veterinary Sciences,3.8,2.7,40,1767764,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1767764
YXJyYXljb25uZWN0aW9uOjYyMw==,Suojin,Wang,Statistics,4.6,3,9,1768086,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1768086
YXJyYXljb25uZWN0aW9uOjYyNA==,Kiavash,Kianfar,Engineering,3.3,3.7,3,1768094,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1768094
YXJyYXljb25uZWN0aW9uOjYyNQ==,Bradley,Metz,Entomology,1.6,4.5,6,1769386,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1769386
YXJyYXljb25uZWN0aW9uOjYyNg==,Erin,Fry,Mathematics,2.9,3.6,48,1770431,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1770431
YXJyYXljb25uZWN0aW9uOjYyNw==,Justin,Stachnik,Atmospheric Sciences,4,2.7,8,1771423,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1771423
YXJyYXljb25uZWN0aW9uOjYyOA==,Yeonsik,Jung,Literature,1.5,2,1,1772133,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1772133
YXJyYXljb25uZWN0aW9uOjYyOQ==,Kristen,Hurst,"Recreation, Parks, & Tourism",2,2,1,1772136,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1772136
YXJyYXljb25uZWN0aW9uOjYzMA==,Kristina,Miller,Theater,4.5,1.7,17,1772674,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1772674
YXJyYXljb25uZWN0aW9uOjYzMQ==,Blake,Whittaker,History,3.8,2.2,5,1772681,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1772681
YXJyYXljb25uZWN0aW9uOjYzMg==,Ted,Brown,Political Science,3.8,2.5,8,1772683,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1772683
YXJyYXljb25uZWN0aW9uOjYzMw==,Jennifer,Webster,Mathematics,1,5,1,1773588,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1773588
YXJyYXljb25uZWN0aW9uOjYzNA==,Daniel,Morgan,English,0,0,0,1773757,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1773757
YXJyYXljb25uZWN0aW9uOjYzNQ==,Guorong,Sun,Chemistry,1.3,4,4,1773762,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1773762
YXJyYXljb25uZWN0aW9uOjYzNg==,Kelle,Kirkpatrick,Political Science,4.9,1,5,1775607,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1775607
YXJyYXljb25uZWN0aW9uOjYzNw==,Todd,Raborn,Not Specified,4,2,1,1776045,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1776045
YXJyYXljb25uZWN0aW9uOjYzOA==,Laura,White,Anthropology,4.8,1.8,5,1777182,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1777182
YXJyYXljb25uZWN0aW9uOjYzOQ==,Erin,McTigue,Education,5,1.5,2,1778099,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1778099
YXJyYXljb25uZWN0aW9uOjY0MA==,Tim,Campbelll,Anthropology,0,0,0,1779797,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1779797
YXJyYXljb25uZWN0aW9uOjY0MQ==,Peter,Moore,History,0,0,0,1780984,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1780984
YXJyYXljb25uZWN0aW9uOjY0Mg==,Matthew,Manley,Management,3.8,2.7,4,1781434,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1781434
YXJyYXljb25uZWN0aW9uOjY0Mw==,Chris,Cartellone,Anthropology,4.5,1,1,1781830,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1781830
YXJyYXljb25uZWN0aW9uOjY0NA==,Xi,Wu,Economics,1.3,5,2,1783973,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1783973
YXJyYXljb25uZWN0aW9uOjY0NQ==,Adrienne,Carter-Sowell,Psychology,2.8,3.8,28,1785111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1785111
YXJyYXljb25uZWN0aW9uOjY0Ng==,Lynn,Beason,Civil Engineering,4.4,3,4,1786099,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1786099
YXJyYXljb25uZWN0aW9uOjY0Nw==,Karen,Davis,Philosophy,3.7,3.3,3,1793223,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1793223
YXJyYXljb25uZWN0aW9uOjY0OA==,Leslie,Seawright,English,0,0,0,1797418,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1797418
YXJyYXljb25uZWN0aW9uOjY0OQ==,Zivko,Nikolov,Chemical Engineering,0,0,0,1802577,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1802577
YXJyYXljb25uZWN0aW9uOjY1MA==,George,Jackson,Science,0,0,0,1806342,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1806342
YXJyYXljb25uZWN0aW9uOjY1MQ==,William,Heyman,Geography,5,2,1,1806955,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1806955
YXJyYXljb25uZWN0aW9uOjY1Mg==,James,Rosenheim,History,4.5,2.2,11,1807953,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1807953
YXJyYXljb25uZWN0aW9uOjY1Mw==,Melissa,Mueller,Anthropology,3.8,1.8,4,1807981,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1807981
YXJyYXljb25uZWN0aW9uOjY1NA==,Douglas,Thornton,Political Science,4.2,3.2,6,1808059,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1808059
YXJyYXljb25uZWN0aW9uOjY1NQ==,Louis,Tassinary,Psychology,0,0,0,1809880,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1809880
YXJyYXljb25uZWN0aW9uOjY1Ng==,Traci,Hong,Communication,4.4,2.5,4,1810978,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1810978
YXJyYXljb25uZWN0aW9uOjY1Nw==,David,Baumgardner,Biology,4.7,2.2,10,1811103,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1811103
YXJyYXljb25uZWN0aW9uOjY1OA==,John,Watt,Management,4.3,3,2,1811318,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1811318
YXJyYXljb25uZWN0aW9uOjY1OQ==,Thomas,Dewitt,Not Specified,1.4,3.6,11,1816021,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1816021
YXJyYXljb25uZWN0aW9uOjY2MA==,Ricardo,Eusebi,Physics,3.7,3.9,33,1816570,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1816570
YXJyYXljb25uZWN0aW9uOjY2MQ==,Sam,Feagley,Soils,4.9,3.7,10,1819215,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1819215
YXJyYXljb25uZWN0aW9uOjY2Mg==,Tyler,Rosas,Architecture,5,2,1,1820805,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1820805
YXJyYXljb25uZWN0aW9uOjY2Mw==,Yue,Zhang,Economics,3,3,1,1821154,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1821154
YXJyYXljb25uZWN0aW9uOjY2NA==,Sherry,Yennello,Chemistry,4,3,1,1821180,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1821180
YXJyYXljb25uZWN0aW9uOjY2NQ==,Shannon,Deer,Accounting,4,3.8,5,1821275,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1821275
YXJyYXljb25uZWN0aW9uOjY2Ng==,Florent,Baudier,Mathematics,3.8,3.3,23,1824651,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1824651
YXJyYXljb25uZWN0aW9uOjY2Nw==,Matthew,Schmidt,Geology,4,3,1,1824711,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1824711
YXJyYXljb25uZWN0aW9uOjY2OA==,Andrew,Shelnutt,Architecture,0,0,0,1824712,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1824712
YXJyYXljb25uZWN0aW9uOjY2OQ==,Robert,Webb,Physics & Astronomy,3.4,3.9,23,1825425,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1825425
YXJyYXljb25uZWN0aW9uOjY3MA==,Paul,Sikes,Music,5,1,2,1825815,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1825815
YXJyYXljb25uZWN0aW9uOjY3MQ==,Cary,Satterfield,Animal Science,3.9,4.6,9,1825911,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1825911
YXJyYXljb25uZWN0aW9uOjY3Mg==,Larry,Gresham,Marketing,3.5,1,1,1829313,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1829313
YXJyYXljb25uZWN0aW9uOjY3Mw==,Eleanor,Owicki,Theater,4.4,1.7,18,1834588,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1834588
YXJyYXljb25uZWN0aW9uOjY3NA==,Raymond,Pena,Art,4.5,4,1,1838032,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1838032
YXJyYXljb25uZWN0aW9uOjY3NQ==,M Melissa,Elston,English,4,2,1,1839175,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1839175
YXJyYXljb25uZWN0aW9uOjY3Ng==,Jerome,Loving,English,3.5,2.7,3,1839580,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1839580
YXJyYXljb25uZWN0aW9uOjY3Nw==,Carlos,Gonzalez,Microbiology,3.8,4,2,1840121,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1840121
YXJyYXljb25uZWN0aW9uOjY3OA==,Blease,Graham,Government,0,0,0,1842064,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1842064
YXJyYXljb25uZWN0aW9uOjY3OQ==,Emily,McManus,Music,3.8,3,5,1843279,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1843279
YXJyYXljb25uZWN0aW9uOjY4MA==,Dimitri,Nanopoulos,Physics,3,3,2,1844533,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1844533
YXJyYXljb25uZWN0aW9uOjY4MQ==,Gonzalo,Rivera,Veterinary Sciences,0,0,0,1844729,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1844729
YXJyYXljb25uZWN0aW9uOjY4Mg==,Michael,Heaney,Geology,0,0,0,1844953,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1844953
YXJyYXljb25uZWN0aW9uOjY4Mw==,Michael,Pliant,Mathematics,2.5,2,1,1845431,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1845431
YXJyYXljb25uZWN0aW9uOjY4NA==,Liang,Chang,Mathematics,2.7,3.3,9,1845748,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1845748
YXJyYXljb25uZWN0aW9uOjY4NQ==,Alice,Villalobos,Nutrition & Foods,4.3,3,3,1849777,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1849777
YXJyYXljb25uZWN0aW9uOjY4Ng==,Rashi,Arora,Mathematics,4.2,2.9,27,1849864,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1849864
YXJyYXljb25uZWN0aW9uOjY4Nw==,Greg,Stark,Agriculture,4.8,2.5,6,1850164,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1850164
YXJyYXljb25uZWN0aW9uOjY4OA==,Tyler,Laughlin,Anthropology,4.1,1.4,9,1852686,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1852686
YXJyYXljb25uZWN0aW9uOjY4OQ==,Barun,Dhar,Physics,4.3,3.9,90,1852820,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1852820
YXJyYXljb25uZWN0aW9uOjY5MA==,Jiong,Yang,Chemistry,0,0,0,1853274,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1853274
YXJyYXljb25uZWN0aW9uOjY5MQ==,Luke,Cooper,Psychology,5,1,1,1853748,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1853748
YXJyYXljb25uZWN0aW9uOjY5Mg==,Kristina,Gutierrez,English,3,3,1,1854704,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1854704
YXJyYXljb25uZWN0aW9uOjY5Mw==,Eason,John,Sociology,2.3,2.6,21,1854945,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1854945
YXJyYXljb25uZWN0aW9uOjY5NA==,Mrinmoy,Chakrabarti,Chemistry,3.3,2.7,14,1856105,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856105
YXJyYXljb25uZWN0aW9uOjY5NQ==,Steven,Wheeler,Chemistry,5,2.5,2,1856199,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856199
YXJyYXljb25uZWN0aW9uOjY5Ng==,Peter,Murano,Food Science,4.4,2.2,40,1856202,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856202
YXJyYXljb25uZWN0aW9uOjY5Nw==,Savannah,Hicks,African Studies,0,0,0,1856446,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856446
YXJyYXljb25uZWN0aW9uOjY5OA==,Jared,Donnelly,History,4.5,3,3,1856558,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856558
YXJyYXljb25uZWN0aW9uOjY5OQ==,Roland,Allen,Physics,1.9,3.6,10,1857200,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1857200
YXJyYXljb25uZWN0aW9uOjcwMA==,Johnny,Littlefield,Anthropology,4.5,2,1,1857325,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1857325
YXJyYXljb25uZWN0aW9uOjcwMQ==,Mark,Breckenridge,Music,3.3,1.7,3,1858023,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858023
YXJyYXljb25uZWN0aW9uOjcwMg==,Sara,Pollock,Mathematics,4.6,2.8,8,1858224,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858224
YXJyYXljb25uZWN0aW9uOjcwMw==,Margaret,Ezell-Mainzer,English,4.2,3.2,18,1858511,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858511
YXJyYXljb25uZWN0aW9uOjcwNA==,Scott,Austin,Philosophy,5,1,1,1858531,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858531
YXJyYXljb25uZWN0aW9uOjcwNQ==,Kathleen,Barr,History,4.3,2.3,8,1858818,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858818
YXJyYXljb25uZWN0aW9uOjcwNg==,John,Williams,Mathematics,3.3,3,2,1859338,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1859338
YXJyYXljb25uZWN0aW9uOjcwNw==,Dennis,Utley,Chemistry,2.3,3.8,29,1860196,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1860196
YXJyYXljb25uZWN0aW9uOjcwOA==,Jae-Hyun,Cho,Biochemistry,0,0,0,1860634,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1860634
YXJyYXljb25uZWN0aW9uOjcwOQ==,Dustin,Wood,Communication,5,2,1,1860843,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1860843
YXJyYXljb25uZWN0aW9uOjcxMA==,Amanda,Thibodeau,English,4,3,1,1861226,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861226
YXJyYXljb25uZWN0aW9uOjcxMQ==,Richard,Dye,Finance,4.5,4,2,1861532,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861532
YXJyYXljb25uZWN0aW9uOjcxMg==,Michelle,Clark,Agriculture,5,1,1,1861860,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861860
YXJyYXljb25uZWN0aW9uOjcxMw==,Miner,Marchbanks,Government,0,0,0,1862612,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1862612
YXJyYXljb25uZWN0aW9uOjcxNA==,Jae,Yang,Physical Education,5,1,1,1863611,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863611
YXJyYXljb25uZWN0aW9uOjcxNQ==,Alicia,Zavala,Spanish,5,2.3,4,1863616,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863616
YXJyYXljb25uZWN0aW9uOjcxNg==,Carlos,Gonzalez,Spanish,1,3,1,1863622,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863622
YXJyYXljb25uZWN0aW9uOjcxNw==,Frank,Ortega,Sociology,3.5,2,1,1864892,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1864892
YXJyYXljb25uZWN0aW9uOjcxOA==,Jose,Vazquez,Engineering,4.5,2,1,1864906,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1864906
YXJyYXljb25uZWN0aW9uOjcxOQ==,In Sung,Lee,Anthropology,2.5,5,1,1865006,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1865006
YXJyYXljb25uZWN0aW9uOjcyMA==,Layton,Field,Sociology,4.6,2.5,4,1865912,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1865912
YXJyYXljb25uZWN0aW9uOjcyMQ==,John,Mander,Civil Engineering,1.5,4,2,1866248,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1866248
YXJyYXljb25uZWN0aW9uOjcyMg==,HE,Weiling,Architecture,0,0,0,1867131,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867131
YXJyYXljb25uZWN0aW9uOjcyMw==,Jacqueline,Stillisano,Education,1.9,3.3,7,1867914,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867914
YXJyYXljb25uZWN0aW9uOjcyNA==,Joseph,Ross,Physics,2.6,3.8,5,1869654,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1869654
YXJyYXljb25uZWN0aW9uOjcyNQ==,Dottiedee,Agnor,Health & Physical Education,4.4,2.3,10,1872952,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1872952
YXJyYXljb25uZWN0aW9uOjcyNg==,Domonic,Bearfield,Government,5,4,1,1875095,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1875095
YXJyYXljb25uZWN0aW9uOjcyNw==,Heather,Caldwell,Education,4.9,1.6,7,1877703,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1877703
YXJyYXljb25uZWN0aW9uOjcyOA==,Allen,Godwin,Engineering,4.1,2.8,52,1877990,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1877990
YXJyYXljb25uZWN0aW9uOjcyOQ==,Henry,Musoma,Business,4,2.2,52,1878777,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1878777
YXJyYXljb25uZWN0aW9uOjczMA==,Manuel,Teodoro,Political Science,4.1,3.2,68,1878968,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1878968
YXJyYXljb25uZWN0aW9uOjczMQ==,Ebony,Lai Hing,Biology,3.2,2.8,6,1880367,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880367
YXJyYXljb25uZWN0aW9uOjczMg==,Olabisi,Asenuga,Psychology,3.5,3.3,3,1880406,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880406
YXJyYXljb25uZWN0aW9uOjczMw==,Stephen,Hatch,Botany,4,4.5,2,1881899,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1881899
YXJyYXljb25uZWN0aW9uOjczNA==,Elena,McLean,Political Science,2.3,4.3,3,1883673,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883673
YXJyYXljb25uZWN0aW9uOjczNQ==,Robert,Schiffhauer,Architecture,0,0,0,1886069,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1886069
YXJyYXljb25uZWN0aW9uOjczNg==,Hiroshi,Ono,Sociology,5,3,1,1887939,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1887939
YXJyYXljb25uZWN0aW9uOjczNw==,Grant,Ferguson,Political Science,4.5,1.5,2,1890013,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1890013
YXJyYXljb25uZWN0aW9uOjczOA==,Sarah,Gatson,Sociology,4.1,1.8,5,1890669,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1890669
