cursor,firstName,lastName,department,avgDifficulty,avgRating,numRatings,legacyId,link
YXJyYXljb25uZWN0aW9uOjA=,David,Cairns,Geography,4.4,3.3,6,968,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=968
YXJyYXljb25uZWN0aW9uOjE=,Greg,Klein,Mathematics,2.9,3.5,73,1019,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1019
YXJyYXljb25uZWN0aW9uOjI=,Terrence,Barnhardt,Psychology,3.4,3.2,47,15446,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=15446
YXJyYXljb25uZWN0aW9uOjM=,Larry,Oliver,English,4.2,2.9,7,15747,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=15747
YXJyYXljb25uZWN0aW9uOjQ=,Roger,Gold,Not Specified,4.4,4,6,49289,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=49289
YXJyYXljb25uZWN0aW9uOjU=,.,Schuessler,Science,1.9,2.5,4,63380,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=63380
YXJyYXljb25uZWN0aW9uOjY=,Natarajan,Sivakumar,Mathematics,4.4,4.2,70,84267,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=84267
YXJyYXljb25uZWN0aW9uOjc=,Carol,Johnson,Science,3.8,3.5,36,84713,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=84713
YXJyYXljb25uZWN0aW9uOjg=,T,McKnight,Science,1.9,4.3,16,85428,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=85428
YXJyYXljb25uZWN0aW9uOjk=,Art,Belmonte,Mathematics,2.2,3.5,68,89513,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=89513
YXJyYXljb25uZWN0aW9uOjEw,Mila,Mogilevsky,Mathematics,4.1,1.7,6,121016,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=121016
YXJyYXljb25uZWN0aW9uOjEx,Hugh,Wilson,Science,0,0,0,132574,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=132574
YXJyYXljb25uZWN0aW9uOjEy,Chuck,Taylor,English,3.5,1.6,5,132979,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=132979
YXJyYXljb25uZWN0aW9uOjEz,Carol,Albrecht,Sociology,4.1,3.9,10,133046,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=133046
YXJyYXljb25uZWN0aW9uOjE0,James,Bradford,History,3.4,3.4,13,147757,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=147757
YXJyYXljb25uZWN0aW9uOjE1,Lisa,Cox,Mathematics,4.3,2.6,12,148777,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=148777
YXJyYXljb25uZWN0aW9uOjE2,D,Baum,History,2.5,3.9,18,148793,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=148793
YXJyYXljb25uZWN0aW9uOjE3,Goong,Chen,Mathematics,4.5,2.7,4,153455,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=153455
YXJyYXljb25uZWN0aW9uOjE4,Michael,Waters,Anthropology,2.9,3.5,12,153565,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=153565
YXJyYXljb25uZWN0aW9uOjE5,Tammy,Tiner,Chemistry,3.9,2.9,7,155006,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=155006
YXJyYXljb25uZWN0aW9uOjIw,Takis,Zourntos,Engineering,4.6,2.5,4,167266,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=167266
YXJyYXljb25uZWN0aW9uOjIx,Douglas,Brooks,English,4.8,2.3,10,200255,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=200255
YXJyYXljb25uZWN0aW9uOjIy,Donald,Dickson,English,3.5,3.2,26,203659,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=203659
YXJyYXljb25uZWN0aW9uOjIz,Kimberly,Retert,Mathematics,0,0,0,204580,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=204580
YXJyYXljb25uZWN0aW9uOjI0,Janet,McCann,English,4.7,4.2,5,211305,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211305
YXJyYXljb25uZWN0aW9uOjI1,Carlos,Blanton,History,3.8,3,28,211781,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211781
YXJyYXljb25uZWN0aW9uOjI2,Craig,Coates,Science,3.6,2.5,56,227168,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=227168
YXJyYXljb25uZWN0aW9uOjI3,Ganesa,Gopalakrishnan,Chemistry,4.1,2.8,54,228255,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=228255
YXJyYXljb25uZWN0aW9uOjI4,Wendy,Keeney-Kennicutt,Chemistry,4.6,2.5,37,234109,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=234109
YXJyYXljb25uZWN0aW9uOjI5,Walter,Buenger,History,3.4,3.3,30,245139,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=245139
YXJyYXljb25uZWN0aW9uOjMw,Larry,Reynolds,English,4.6,2.8,10,273002,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=273002
YXJyYXljb25uZWN0aW9uOjMx,Peter,McIntyre,Physics,1.6,4.8,14,281843,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=281843
YXJyYXljb25uZWN0aW9uOjMy,Nirashima,Reddy,Engineering,3.8,2.7,3,307358,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=307358
YXJyYXljb25uZWN0aW9uOjMz,Jennifer,Lewis,Mathematics,2.1,3.8,142,311801,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=311801
YXJyYXljb25uZWN0aW9uOjM0,Larry,Yarak,History,3.6,3.2,12,316261,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=316261
YXJyYXljb25uZWN0aW9uOjM1,Bjarne,Stroustrup,Computer Science,3.2,3.8,4,322761,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=322761
YXJyYXljb25uZWN0aW9uOjM2,Ralph,Schoolcraft,Languages,4.4,2.5,10,326295,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=326295
YXJyYXljb25uZWN0aW9uOjM3,James,Petrick,Hospitality,3.4,3.8,13,326297,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=326297
YXJyYXljb25uZWN0aW9uOjM4,Jodi,Sterle,Agriculture,4.4,2.8,4,338932,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=338932
YXJyYXljb25uZWN0aW9uOjM5,Warren,Heffington,Engineering,1.9,3.8,4,357277,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=357277
YXJyYXljb25uZWN0aW9uOjQw,Dara,Childs,Engineering,1.8,4.3,3,357278,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=357278
YXJyYXljb25uZWN0aW9uOjQx,Tahir,Schobeiri,Engineering,1.4,5,5,357279,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=357279
YXJyYXljb25uZWN0aW9uOjQy,Jennifer,Sandlin,Education,4.1,3.8,4,357983,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=357983
YXJyYXljb25uZWN0aW9uOjQz,,Tao,Engineering,0,0,0,359633,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=359633
YXJyYXljb25uZWN0aW9uOjQ0,Dean,Wichern,Information Science,0,0,0,360920,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=360920
YXJyYXljb25uZWN0aW9uOjQ1,Frank,Hons,Agriculture,5,3,4,385278,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=385278
YXJyYXljb25uZWN0aW9uOjQ2,Jennifer,Mercieca,Communication,4.2,2.8,12,408334,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=408334
YXJyYXljb25uZWN0aW9uOjQ3,Mickey,Stratton,Health Science,3,3.5,4,410968,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=410968
YXJyYXljb25uZWN0aW9uOjQ4,Thomas A,Green,Anthropology,3.9,3.2,4,419622,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=419622
YXJyYXljb25uZWN0aW9uOjQ5,Theodore,George,Philosophy,5,1,1,421485,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=421485
YXJyYXljb25uZWN0aW9uOjUw,Halit,Uster,Engineering,0,0,0,434599,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=434599
YXJyYXljb25uZWN0aW9uOjUx,.,Otey,Engineering,3.2,2.9,8,444957,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=444957
YXJyYXljb25uZWN0aW9uOjUy,R,Fan,Mathematics,0,0,0,449343,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=449343
YXJyYXljb25uZWN0aW9uOjUz,Kevin,Burgess,Chemistry,2.7,3.8,20,452284,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=452284
YXJyYXljb25uZWN0aW9uOjU0,Leonardo,Auernheimer,Economics,0,0,0,458742,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=458742
YXJyYXljb25uZWN0aW9uOjU1,Vincenzo,Greco,Physics,0,0,0,465034,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=465034
YXJyYXljb25uZWN0aW9uOjU2,Christopher,Thomas,Mathematics,0,0,0,468756,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=468756
YXJyYXljb25uZWN0aW9uOjU3,Gary,Varner,Philosophy,4,2.4,9,477168,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=477168
YXJyYXljb25uZWN0aW9uOjU4,Charles,Lessard,Engineering,2.2,3.8,10,478622,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=478622
YXJyYXljb25uZWN0aW9uOjU5,.,Holzweiss,History,4.8,2.8,9,481848,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=481848
YXJyYXljb25uZWN0aW9uOjYw,Chris,Reutzel,Management,4.3,2.5,4,488221,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=488221
YXJyYXljb25uZWN0aW9uOjYx,Gabriela,Guazzo,Sociology,4.6,3.3,4,492696,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=492696
YXJyYXljb25uZWN0aW9uOjYy,.,Bay,Entomology,4,1.8,5,498080,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=498080
YXJyYXljb25uZWN0aW9uOjYz,Arnold,Krammer,History,4.9,2.8,18,498217,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=498217
YXJyYXljb25uZWN0aW9uOjY0,Jeffrey,Guidry,Health Science,3.4,2.1,27,504026,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=504026
YXJyYXljb25uZWN0aW9uOjY1,Charles,Scanlan,Biology,2.9,4.3,7,505224,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=505224
YXJyYXljb25uZWN0aW9uOjY2,Brent,Miller,Geography,3.6,2.5,24,513729,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=513729
YXJyYXljb25uZWN0aW9uOjY3,Donald,Smith,Engineering,4,2.3,6,513825,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=513825
YXJyYXljb25uZWN0aW9uOjY4,Itshak,Borosh,Mathematics,2.2,4.3,16,513830,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=513830
YXJyYXljb25uZWN0aW9uOjY5,Marcia,Drost,Mathematics,2.4,4.1,26,516388,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=516388
YXJyYXljb25uZWN0aW9uOjcw,Justin,Leidwanger,Languages,0,0,0,516783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=516783
YXJyYXljb25uZWN0aW9uOjcx,Simon,North,Chemistry,4.5,1.9,10,518963,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=518963
YXJyYXljb25uZWN0aW9uOjcy,Ellen,Toby,Mathematics,4.5,2.3,4,531647,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=531647
YXJyYXljb25uZWN0aW9uOjcz,Kirby,Smith,Mathematics,2.7,4.7,3,541381,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=541381
YXJyYXljb25uZWN0aW9uOjc0,Wendy,Jepson,Geography,3,3.6,44,547018,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=547018
YXJyYXljb25uZWN0aW9uOjc1,T,Dunlap,History,2.6,3.5,13,547214,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=547214
YXJyYXljb25uZWN0aW9uOjc2,Harold,Livesay,History,3.7,3.1,9,547223,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=547223
YXJyYXljb25uZWN0aW9uOjc3,Arun,Srinivasa,Engineering,4.5,2.9,15,547226,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=547226
YXJyYXljb25uZWN0aW9uOjc4,Susan,Lowey,Education,0,0,0,551002,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=551002
YXJyYXljb25uZWN0aW9uOjc5,James,Dressler,Mathematics,0,0,0,566863,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=566863
YXJyYXljb25uZWN0aW9uOjgw,Bart,Childs,Computer Science,3.3,3.2,6,587312,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=587312
YXJyYXljb25uZWN0aW9uOjgx,Dwight,Conway,Chemistry,3.9,3,7,599487,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=599487
YXJyYXljb25uZWN0aW9uOjgy,Ludy,Benjamin,Psychology,3.6,3.2,6,599489,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=599489
YXJyYXljb25uZWN0aW9uOjgz,Harris,Berger,Music,3.3,3.1,28,599493,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=599493
YXJyYXljb25uZWN0aW9uOjg0,Chester,Dunning,History,4.7,3.5,14,608618,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=608618
YXJyYXljb25uZWN0aW9uOjg1,Timothy,Hall,Botany,1.9,3.8,5,609704,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=609704
YXJyYXljb25uZWN0aW9uOjg2,Marvin,Adams,Engineering,4.4,3.8,4,619472,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=619472
YXJyYXljb25uZWN0aW9uOjg3,Robert,Heffer,Psychology,4.9,2.4,14,623467,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=623467
YXJyYXljb25uZWN0aW9uOjg4,Buzz,Pruitt,Health & Physical Education,3.8,2,2,625435,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=625435
YXJyYXljb25uZWN0aW9uOjg5,David,Forrest,Animal Science,3,3,3,627623,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=627623
YXJyYXljb25uZWN0aW9uOjkw,P. Sim,Lee,Political Science,3.3,2.4,5,634693,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=634693
YXJyYXljb25uZWN0aW9uOjkx,Larry,Peck,Chemistry,2.3,4.3,6,636191,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=636191
YXJyYXljb25uZWN0aW9uOjky,William,Schneider,Engineering,2.7,2.7,7,637393,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=637393
YXJyYXljb25uZWN0aW9uOjkz,Ellen,Collisson,Veterinary Sciences,0,0,0,645964,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=645964
YXJyYXljb25uZWN0aW9uOjk0,Daniel,Romo,Chemistry,4,4.5,4,646143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=646143
YXJyYXljb25uZWN0aW9uOjk1,Salih,Yurttas,Computer Science,4.7,2.3,6,649003,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649003
YXJyYXljb25uZWN0aW9uOjk2,Yoonsuck,Choe,Computer Science,4.8,3.3,3,649007,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649007
YXJyYXljb25uZWN0aW9uOjk3,.,Vinson,Engineering,3.8,3.5,2,649291,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649291
YXJyYXljb25uZWN0aW9uOjk4,Earle,Stone,Chemistry,4.1,3.2,18,649309,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649309
YXJyYXljb25uZWN0aW9uOjk5,Kenneth,Howell,History,3.8,3,4,649996,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649996
YXJyYXljb25uZWN0aW9uOjEwMA==,Tom,Kiffe,Mathematics,2.1,4.4,5,650379,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=650379
YXJyYXljb25uZWN0aW9uOjEwMQ==,Jim,Morgan,Civil Engineering,4,3,3,650428,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=650428
YXJyYXljb25uZWN0aW9uOjEwMg==,Ted,George,Philosophy,4.4,2.3,7,657776,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=657776
YXJyYXljb25uZWN0aW9uOjEwMw==,John,Siebert,Agriculture,4.6,1.7,12,657890,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=657890
YXJyYXljb25uZWN0aW9uOjEwNA==,David,Anderson,Economics,2.6,3.6,7,658537,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658537
YXJyYXljb25uZWN0aW9uOjEwNQ==,S,Nite,Mathematics,2.9,2.6,5,659543,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=659543
YXJyYXljb25uZWN0aW9uOjEwNg==,Jayne,Zajicek,Horticulture,4.3,1.8,6,660623,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=660623
YXJyYXljb25uZWN0aW9uOjEwNw==,Daniel,Lineberger,Horticulture,5,3,3,660625,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=660625
YXJyYXljb25uZWN0aW9uOjEwOA==,Christopher,Garrett,English,0,0,0,665244,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=665244
YXJyYXljb25uZWN0aW9uOjEwOQ==,David,Ford,Engineering,4.3,1.7,3,665450,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=665450
YXJyYXljb25uZWN0aW9uOjExMA==,Rob,MacKin,Sociology,3.9,2.4,12,665470,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=665470
YXJyYXljb25uZWN0aW9uOjExMQ==,Tracy,McLawhorn,English,0,0,0,665499,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=665499
YXJyYXljb25uZWN0aW9uOjExMg==,Lan,Zhou,Mathematics,1.9,3.7,11,666251,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=666251
YXJyYXljb25uZWN0aW9uOjExMw==,Corriere,Karin,Physical Ed,3,1,1,667570,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=667570
YXJyYXljb25uZWN0aW9uOjExNA==,George,Kattawar,Physics,2.9,3.8,5,667593,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=667593
YXJyYXljb25uZWN0aW9uOjExNQ==,R.J.Q.,Adams,History,4.2,3.1,16,672177,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=672177
YXJyYXljb25uZWN0aW9uOjExNg==,Ben,Welch,Management,4.8,1.7,33,672379,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=672379
YXJyYXljb25uZWN0aW9uOjExNw==,Michael,Greenwald,Theater,4.3,2,8,673813,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=673813
YXJyYXljb25uZWN0aW9uOjExOA==,Sally,Joyner,Finance,0,0,0,676855,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=676855
YXJyYXljb25uZWN0aW9uOjExOQ==,Cynthia,Riccio,Education,0,0,0,682104,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=682104
YXJyYXljb25uZWN0aW9uOjEyMA==,R,Boenig,English,3.6,2.9,7,682106,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=682106
YXJyYXljb25uZWN0aW9uOjEyMQ==,Krista,Finstuen,Education,0,0,0,682112,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=682112
YXJyYXljb25uZWN0aW9uOjEyMg==,Edgar,Sanchez-Sinencio,Engineering,4,2,4,682277,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=682277
YXJyYXljb25uZWN0aW9uOjEyMw==,Maggie,Arnold,Mathematics,0,0,0,682882,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=682882
YXJyYXljb25uZWN0aW9uOjEyNA==,Carlton,Stolle,Accounting,5,4,3,683539,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683539
YXJyYXljb25uZWN0aW9uOjEyNQ==,Annie,McGowan,Accounting,2.7,3.6,8,683540,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683540
YXJyYXljb25uZWN0aW9uOjEyNg==,Mike,Hnatt,Business,5,3,4,683552,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683552
YXJyYXljb25uZWN0aW9uOjEyNw==,Michael,Abelson,Management,3.6,3.8,8,683553,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683553
YXJyYXljb25uZWN0aW9uOjEyOA==,Harry,Jones,Engineering,2,5,1,685231,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=685231
YXJyYXljb25uZWN0aW9uOjEyOQ==,John,Bickham,Biology,0,0,0,686835,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=686835
YXJyYXljb25uZWN0aW9uOjEzMA==,Laurine,Marlow,Music,3.8,1.8,31,691309,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=691309
YXJyYXljb25uZWN0aW9uOjEzMQ==,Barbara,Bailey,Theater,0,0,0,691313,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=691313
YXJyYXljb25uZWN0aW9uOjEzMg==,Bojan,Popov,Mathematics,1.7,4.7,3,693916,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=693916
YXJyYXljb25uZWN0aW9uOjEzMw==,Hassan,Moghbelli,Mathematics,2.4,4,12,694117,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=694117
YXJyYXljb25uZWN0aW9uOjEzNA==,Luis Rene,Garcia,Biology,3.3,3.8,4,696753,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=696753
YXJyYXljb25uZWN0aW9uOjEzNQ==,Ahmed,Mohamed,Chemistry,3.5,2,1,696756,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=696756
YXJyYXljb25uZWN0aW9uOjEzNg==,E.,Tretter,Geography,2.3,3.9,8,696758,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=696758
YXJyYXljb25uZWN0aW9uOjEzNw==,Lenny,Fukshansky,Mathematics,3,4.3,4,699975,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=699975
YXJyYXljb25uZWN0aW9uOjEzOA==,Tony,Hsieh,Engineering,1.8,4.3,8,710358,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=710358
YXJyYXljb25uZWN0aW9uOjEzOQ==,Bruce,Herbert,Geology,4.5,2.5,2,714691,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=714691
YXJyYXljb25uZWN0aW9uOjE0MA==,Laura,Hatfield,Physical Ed,0,0,0,716444,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=716444
YXJyYXljb25uZWN0aW9uOjE0MQ==,Lanie,Thornton,Accounting,3.8,3,4,719416,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=719416
YXJyYXljb25uZWN0aW9uOjE0Mg==,Harold Alan,Love,Agriculture,3,4,1,721006,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=721006
YXJyYXljb25uZWN0aW9uOjE0Mw==,Stephen,MacDaniel,Marketing,0,0,0,722838,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=722838
YXJyYXljb25uZWN0aW9uOjE0NA==,Bhaskar,Dutta,Physics,4,2.3,3,724262,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724262
YXJyYXljb25uZWN0aW9uOjE0NQ==,Karl,Aufderheide,Biology,3.5,3.8,23,724519,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724519
YXJyYXljb25uZWN0aW9uOjE0Ng==,Nancy,Street,Communication,3.8,2.3,54,724522,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724522
YXJyYXljb25uZWN0aW9uOjE0Nw==,Jairo,Sinova,Physics,4.8,2.5,2,725517,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=725517
YXJyYXljb25uZWN0aW9uOjE0OA==,Dirk,Hays,Agronomy,2.7,2.7,3,725717,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=725717
YXJyYXljb25uZWN0aW9uOjE0OQ==,Tiffani,Williams,Computer Science,3.6,3.6,5,727561,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=727561
YXJyYXljb25uZWN0aW9uOjE1MA==,Robert,Wharton,Entomology,2.8,4,2,728211,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=728211
YXJyYXljb25uZWN0aW9uOjE1MQ==,Spencer,Behmer,Entomology,4.7,3,5,728236,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=728236
YXJyYXljb25uZWN0aW9uOjE1Mg==,Tony,Bourgeois,Psychology,3.3,2.5,13,728729,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=728729
YXJyYXljb25uZWN0aW9uOjE1Mw==,Charles,Lard,Agriculture,3,2,2,730853,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=730853
YXJyYXljb25uZWN0aW9uOjE1NA==,Anthony,Stanonis,History,5,1,1,734885,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=734885
YXJyYXljb25uZWN0aW9uOjE1NQ==,Marcelo,Aguiar,Mathematics,4.2,3.3,3,740315,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=740315
YXJyYXljb25uZWN0aW9uOjE1Ng==,Aniruddha,Datta,Electrical Engineering,4.5,3,6,741659,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=741659
YXJyYXljb25uZWN0aW9uOjE1Nw==,Linda,Perry,Accounting,5,4,2,742814,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=742814
YXJyYXljb25uZWN0aW9uOjE1OA==,Elizabeth,Cantwell,Biology,0,0,0,743560,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=743560
YXJyYXljb25uZWN0aW9uOjE1OQ==,Sheela,Athreya,Anthropology,3.4,4.1,10,743829,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=743829
YXJyYXljb25uZWN0aW9uOjE2MA==,Joseph,Hurley,Computer Science,3.5,2.8,18,745139,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=745139
YXJyYXljb25uZWN0aW9uOjE2MQ==,Robert,Bolton,Engineering,0,0,0,747661,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=747661
YXJyYXljb25uZWN0aW9uOjE2Mg==,.,Sanders,Agriculture,4.5,3,1,751134,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=751134
YXJyYXljb25uZWN0aW9uOjE2Mw==,Ryan,Rathmann,Animal Science,4,2,3,753299,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=753299
YXJyYXljb25uZWN0aW9uOjE2NA==,Peter,Kuchment,Mathematics,3.8,3.3,7,757910,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=757910
YXJyYXljb25uZWN0aW9uOjE2NQ==,David,Carlson,Anthropology,3.6,2.3,14,799195,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=799195
YXJyYXljb25uZWN0aW9uOjE2Ng==,Lee,Lowery,Civil Engineering,2.6,3.1,22,799825,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=799825
YXJyYXljb25uZWN0aW9uOjE2Nw==,Kamran,Eftekhari,Mechanical Engineering,5,3.5,2,804307,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=804307
YXJyYXljb25uZWN0aW9uOjE2OA==,Larson,Powell,Languages,0,0,0,808527,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=808527
